repo_id,repo_name,description,stars,openrank_latest,openrank_trend,language,created_at,topics,categories
136202695,mlflow/mlflow,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controlling costs and managing access to models and data.",25506,95.08,"[123.09, 118.97, 111.27, 113.76, 110.28, 106.34, 108.89, 107.69, 110.64, 115.02, 108.19, 95.08]",Python,2018-06-05,"agentops,agents,ai,ai-governance,apache-spark,evaluation,langchain,llm-evaluation,llmops,machine-learning,ml,mlflow,mlops,model-management,observability,open-source,openai,prompt-engineering",Observability & Evaluation|Agent Framework|LLM Gateway & Proxy|LLM SDK & Library|Model Training & Fine-tuning|AI Infrastructure & Platform|MCP (Model Context Protocol)|Deep Learning Core
515647260,1Panel-dev/1Panel,"🔥 1Panel is a modern, open-source VPS control panel — and the only one with native AI agent support. Run Ollama models, deploy OpenClaw agents, and manage your entire server stack from one clean web interface.",35129,39.2,"[76.11, 85.87, 103.49, 102.28, 102.97, 87.53, 76.61, 62.52, 70.76, 56.32, 43.86, 39.2]",Go,2022-07-19,"agent,clawdbot,copaw,docker,docker-ui,hermes,hermes-agent,linux,lnmp,ollama,openclaw,openresty,qwenpaw,webmin",AI Infrastructure & Platform|LLM Inference|Observability & Evaluation
642497346,langfuse/langfuse,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 ",25827,59.47,"[93.8, 86.33, 83.56, 91.11, 88.69, 95.38, 90.03, 86.23, 81.23, 70.12, 65.42, 59.47]",TypeScript,2023-05-18,"analytics,autogen,evaluation,langchain,large-language-models,llama-index,llm,llm-evaluation,llm-observability,llmops,monitoring,observability,open-source,openai,playground,prompt-engineering,prompt-management,self-hosted,ycombinator",Observability & Evaluation|Agent Framework|LLM SDK & Library|AI Infrastructure & Platform|LLM Gateway & Proxy|Multi-Agent System|Workflow Orchestration|Vector Database & RAG
86031674,wandb/wandb,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.",11022,48.68,"[91.26, 87.23, 91.14, 84.96, 77.0, 76.27, 65.74, 65.24, 61.3, 57.18, 53.21, 48.68]",Python,2017-03-24,"ai,collaboration,data-science,data-versioning,deep-learning,experiment-track,hyperparameter-optimization,hyperparameter-search,hyperparameter-tuning,jax,keras,machine-learning,ml-platform,mlops,model-versioning,pytorch,reinforcement-learning,reproducibility,tensorflow",Observability & Evaluation|LLM SDK & Library|Model Training & Fine-tuning|Deep Learning Core|Notebook & Development Environment|Workflow Orchestration
638951438,comet-ml/opik,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing, automated evaluations, and production-ready dashboards.",18988,75.32,"[74.49, 80.92, 82.97, 74.16, 76.56, 79.19, 82.82, 83.2, 84.24, 88.99, 78.69, 75.32]",Python,2023-05-10,"evaluation,hacktoberfest,hacktoberfest2025,langchain,llama-index,llm,llm-evaluation,llm-observability,llmops,open-source,openai,playground,prompt-engineering",Observability & Evaluation|LLM SDK & Library|Vector Database & RAG|API & Backend Service|Agent Framework|Multi-Agent System|Workflow Orchestration|AI Infrastructure & Platform
564072810,Arize-ai/phoenix,AI Observability & Evaluation,9394,51.43,"[57.76, 65.8, 71.21, 71.6, 74.09, 79.61, 71.2, 67.4, 62.8, 57.71, 53.45, 51.43]",Python,2022-11-09,"agents,ai-monitoring,ai-observability,aiengineering,anthropic,datasets,evals,langchain,llamaindex,llm-eval,llm-evaluation,llmops,llms,openai,prompt-engineering,smolagents",Observability & Evaluation|LLM SDK & Library|Agent Framework|MCP (Model Context Protocol)|Coding Agent|LLM Gateway & Proxy|Multi-Agent System|Notebook & Development Environment|Model Training & Fine-tuning|AI Infrastructure & Platform
205706595,mlrun/mlrun,"MLRun is an open source MLOps platform for quickly building and managing continuous ML applications across their lifecycle. MLRun integrates into your development and CI/CD environment and automates the delivery of production data, ML pipelines, and online applications.",1664,30.22,"[57.24, 57.27, 60.35, 58.35, 55.13, 49.95, 52.8, 50.52, 45.9, 43.67, 45.11, 30.22]",Python,2019-09-01,"data-engineering,data-science,experiment-tracking,kubernetes,machine-learning,mlops,mlops-workflow,model-serving,python,workflow",Observability & Evaluation|Data Processing & ETL|Workflow Orchestration|Model Training & Fine-tuning|Vector Database & RAG|Notebook & Development Environment|AI Infrastructure & Platform
633927609,promptfoo/promptfoo,"Test your prompts, agents, and RAGs. Red teaming/pentesting/vulnerability scanning for AI. Compare performance of GPT, Claude, Gemini, Llama, and more. Simple declarative configs with command line and CI/CD integration.  Used by OpenAI and Anthropic.",20467,35.64,"[58.88, 58.95, 56.84, 53.12, 49.8, 49.11, 49.24, 49.52, 51.69, 51.32, 48.72, 35.64]",TypeScript,2023-04-28,"ci,ci-cd,cicd,evaluation,evaluation-framework,llm,llm-eval,llm-evaluation,llm-evaluation-framework,llmops,pentesting,prompt-engineering,prompt-testing,prompts,rag,red-teaming,testing,vulnerability-scanners",Observability & Evaluation|Workflow Orchestration|LLM Inference|LLM Gateway & Proxy|Vector Database & RAG|LLM SDK & Library
222824662,dagger/dagger,"Automation engine to build, test and ship any codebase. Runs locally, in CI, or directly in the cloud",15693,32.93,"[75.25, 68.67, 56.3, 47.96, 52.07, 55.74, 54.88, 41.09, 38.44, 36.92, 33.11, 32.93]",Go,2019-11-20,"agents,caching,ci-cd,containers,continuous-deployment,continuous-integration,dag,dagger,devops,docker,graphql,workflows",LLM SDK & Library|API & Backend Service|Observability & Evaluation
615510678,camel-ai/camel,🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org,16766,21.35,"[82.36, 83.78, 84.9, 77.01, 59.68, 47.3, 40.57, 40.03, 53.01, 36.49, 29.71, 21.35]",Python,2023-03-17,"agent,ai-societies,artificial-intelligence,communicative-ai,cooperative-ai,deep-learning,large-language-models,multi-agent-systems,natural-language-processing",Agent Framework|Multi-Agent System|Memory & Knowledge|Model Training & Fine-tuning|Vector Database & RAG|Tool & Integration Platform|Data Processing & ETL
946380199,openai/openai-agents-python,"A lightweight, powerful framework for multi-agent workflows",24733,22.23,"[92.95, 83.49, 70.92, 87.16, 84.56, 73.98, 61.98, 52.04, 37.92, 28.87, 23.69, 22.23]",Python,2025-03-11,"agents,ai,framework,llm,openai,python",LLM SDK & Library|Speech & Voice AI|Agent Framework|Multi-Agent System|Observability & Evaluation|MCP (Model Context Protocol)|LLM Gateway & Proxy|Notebook & Development Environment|Workflow Orchestration
826170402,elizaOS/eliza,Autonomous agents for everyone,18234,7.43,"[131.83, 98.65, 88.09, 68.46, 62.34, 49.87, 32.5, 20.52, 18.59, 14.68, 9.26, 7.43]",TypeScript,2024-07-09,"agent,agentic,ai,autonomous,chatbot,crypto,discord,eliza,elizaos,framework,plugins,rag,slack,swarm,telegram",Workflow Orchestration|Chat UI & Frontend|Agent Framework|Multi-Agent System|Vector Database & RAG|API & Backend Service|Autonomous Agent
881221486,volcengine/verl,verl/HybridFlow: A Flexible and Efficient RL Post-Training Framework ,20885,,"[206.14, 239.15, 282.86, 328.92, 321.34, 286.99, 274.44, 266.13, 262.25]",Python,2024-10-31,,Model Training & Fine-tuning|LLM Inference|Deep Learning Core|AI Infrastructure & Platform|LLM SDK & Library|API & Backend Service|Memory & Knowledge
672415139,OpenRLHF/OpenRLHF,"An Easy-to-use, Scalable and High-performance Agentic RL Framework based on Ray (PPO & DAPO & REINFORCE++ &  VLM & TIS & vLLM & Ray & Async  RL)",9397,6.45,"[54.14, 41.36, 29.48, 23.9, 16.22, 13.68, 11.44, 7.81, 8.36, 7.43, 7.34, 6.45]",Python,2023-07-30,"large-language-models,proximal-policy-optimization,raylib,reinforcement-learning,reinforcement-learning-from-human-feedback,transformers,visual-language-models,vllm",Model Training & Fine-tuning|LLM Inference|AI Infrastructure & Platform|Agent Framework|Multi-Agent System|Memory & Knowledge|Deep Learning Core|Workflow Orchestration
937952934,inclusionAI/AReaL,The RL Bridge for LLM-based Agent Applications. Made Simple & Flexible.,5089,59.97,"[8.99, 8.14, 22.9, 26.48, 26.21, 36.09, 43.87, 46.76, 50.84, 44.32, 40.69, 59.97]",Python,2025-02-24,"agent,llm,llm-agent,llm-reasoning,machine-learning-systems,mlsys,reinforcement-learning,rl",Model Training & Fine-tuning|LLM Inference|Agent Framework|AI Infrastructure & Platform|Deep Learning Core|Coding Agent|Workflow Orchestration|API & Backend Service
65600975,pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,99366,657.24,"[1047.21, 1007.49, 1009.33, 949.66, 923.67, 896.32, 822.13, 824.21, 822.35, 785.77, 713.53, 657.24]",Python,2016-08-13,"autograd,deep-learning,gpu,machine-learning,neural-network,numpy,python,tensor",Model Training & Fine-tuning|Deep Learning Core|LLM SDK & Library|Memory & Knowledge
65711522,PaddlePaddle/Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,23847,100.41,"[228.17, 217.43, 231.72, 211.66, 199.58, 178.96, 149.8, 153.38, 145.78, 133.65, 122.89, 100.41]",C++,2016-08-15,"deep-learning,distributed-training,efficiency,machine-learning,neural-network,paddlepaddle,python,scalability",Deep Learning Core|Model Training & Fine-tuning|Workflow Orchestration
154739597,jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",35470,43.23,"[118.36, 106.19, 94.37, 95.29, 88.93, 71.46, 64.14, 56.66, 52.96, 49.0, 47.74, 43.23]",Python,2018-10-25,jax,Model Training & Fine-tuning|Deep Learning Core|Observability & Evaluation|Notebook & Development Environment|LLM SDK & Library
208728772,milvus-io/milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",43930,96.99,"[165.71, 155.64, 143.17, 153.56, 134.73, 125.9, 118.15, 122.62, 118.11, 112.59, 99.38, 96.99]",Go,2019-09-16,"anns,cloud-native,diskann,distributed,embedding-database,embedding-similarity,embedding-store,faiss,golang,hnsw,image-search,llm,nearest-neighbor-search,rag,vector-database,vector-search,vector-similarity,vector-store",Vector Database & RAG|Observability & Evaluation|LLM SDK & Library|Data Processing & ETL|Model Training & Fine-tuning|Memory & Knowledge|Search & Information Retrieval
546206616,chroma-core/chroma,Data infrastructure for AI,27598,41.32,"[85.49, 81.52, 80.92, 78.82, 68.3, 56.21, 54.73, 55.81, 52.13, 48.12, 44.1, 41.32]",Rust,2022-10-05,"agents,ai,ai-agents,database,rust,rust-lang",Vector Database & RAG|Memory & Knowledge
55072677,weaviate/weaviate,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a cloud-native database​.",16060,47.48,"[79.86, 81.75, 74.62, 71.91, 72.88, 69.29, 63.8, 55.32, 54.01, 51.03, 46.73, 47.48]",Go,2016-03-30,"approximate-nearest-neighbor-search,generative-search,grpc,hnsw,hybrid-search,image-search,information-retrieval,mlops,nearest-neighbor-search,neural-search,recommender-system,search-engine,semantic-search,semantic-search-engine,similarity-search,vector-database,vector-search,vector-search-engine,vectors,weaviate",Vector Database & RAG|Coding Agent|API & Backend Service|LLM SDK & Library|Model Training & Fine-tuning|Memory & Knowledge|AI Infrastructure & Platform
268163609,qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",30583,42.46,"[65.69, 64.57, 60.83, 55.67, 58.44, 54.26, 49.76, 44.32, 47.49, 43.82, 41.77, 42.46]",Rust,2020-05-30,"ai-search,ai-search-engine,embeddings-similarity,hnsw,hybrid-search,image-search,knn-algorithm,machine-learning,mlops,nearest-neighbor-search,neural-network,neural-search,recommender-system,search,search-engine,search-engines,similarity-search,vector-database,vector-search,vector-search-engine",Vector Database & RAG|Search & Information Retrieval|Model Training & Fine-tuning|Memory & Knowledge|Deep Learning Core|Workflow Orchestration|Notebook & Development Environment
833984877,kvcache-ai/ktransformers,A Flexible Framework for Experiencing Heterogeneous LLM Inference/Fine-tune Optimizations,17043,13.82,"[123.76, 93.1, 60.93, 42.02, 20.44, 15.7, 7.6, 16.93, 26.12, 20.96, 18.23, 13.82]",Python,2024-07-26,,Model Training & Fine-tuning|LLM Inference|Memory & Knowledge|API & Backend Service|Observability & Evaluation
813348592,vllm-project/aibrix,Cost-efficient and pluggable Infrastructure components for GenAI inference,4753,16.36,"[29.78, 37.97, 37.65, 39.81, 41.23, 40.42, 36.89, 29.8, 26.54, 22.19, 20.14, 16.36]",Go,2024-06-10,,LLM Inference|AI Infrastructure & Platform|LLM Gateway & Proxy
819733173,kvcache-ai/Mooncake,"Mooncake is the serving platform for Kimi, a leading LLM service provided by Moonshot AI.",5170,53.55,"[28.76, 38.4, 39.32, 39.66, 42.21, 47.09, 40.18, 43.08, 49.85, 56.0, 53.55, 53.55]",C++,2024-06-25,"disaggregation,inference,kvcache,llm,rdma,sglang,vllm",LLM Inference|Deep Learning Core|Model Training & Fine-tuning|API & Backend Service|Vector Database & RAG|AI Infrastructure & Platform
814708478,unitycatalog/unitycatalog,"Open, Multi-modal Catalog for Data & AI",3368,10.72,"[20.02, 16.86, 11.65, 5.36, 5.27, 6.44, 9.81, 10.41, 9.67, 9.26, 11.64, 10.72]",Java,2024-06-13,,Data Lake & Storage|LLM SDK & Library|Data Processing & ETL|Agent Framework|Vector Database & RAG|Notebook & Development Environment|AI Infrastructure & Platform|Coding Agent|API & Backend Service
762304524,ComposioHQ/composio,"Composio powers 1000+ toolkits, tool search, context management, authentication, and a sandboxed workbench to help you build AI agents that turn intent into action.",27879,27.83,"[30.2, 20.77, 24.93, 31.21, 28.75, 33.17, 28.29, 27.72, 28.4, 32.21, 30.83, 27.83]",TypeScript,2024-02-23,"agentic-ai,agents,ai,ai-agents,aiagents,developer-tools,function-calling,gpt-4,javascript,js,llm,llmops,mcp,python,remote-mcp-server,sse,typescript",Tool & Integration Platform|LLM SDK & Library|Agent Framework|Multi-Agent System|MCP (Model Context Protocol)|API & Backend Service|Coding Agent|Memory & Knowledge
839372398,zaidmukaddam/scira,Scira (Formerly MiniPerplx) is a minimalistic AI-powered search engine that helps you find information on the internet and cites it too. Powered by Vercel AI SDK!,11612,1.54,"[10.52, 12.81, 10.06, 10.51, 7.97, 2.59, 1.54, 4.71, 3.56, 1.58, 1.66, 1.54]",TypeScript,2024-08-07,"ai-search-engine,minimalistic-ai-search-engine,open-source-perplexity-ai,perplexity-ai,perplexity-alternative,scira,scira-ai,search-engine",LLM SDK & Library|Search & Information Retrieval|Memory & Knowledge|Speech & Voice AI|Tool & Integration Platform|Coding Agent|AI Infrastructure & Platform|Workflow Orchestration|Vector Database & RAG
357241735,searxng/searxng,SearXNG is a free internet metasearch engine which aggregates results from various search services and databases. Users are neither tracked nor profiled.,28875,18.57,"[39.72, 43.72, 37.53, 32.14, 28.2, 29.53, 28.71, 27.42, 28.76, 22.18, 15.55, 18.57]",Python,2021-04-12,"bing,brave,degoogle,duckduckgo,google,metasearch,privacy,python,qwant,search,search-engine,searx,searxng,startpage,yahoo",Search & Information Retrieval
761150311,Zipstack/unstract,LLM-Driven Extraction of Unstructured Data — Built for API Deployments & ETL Pipeline Workflows,6550,35.05,"[41.26, 39.57, 38.76, 38.83, 40.05, 40.46, 37.19, 36.81, 33.04, 35.57, 31.0, 35.05]",Python,2024-02-21,"api-deployments,data-extraction,document-processing,etl-pipelines,open-source-data-pipeline,unstructured-data-extraction",Data Processing & ETL|MCP (Model Context Protocol)|Vector Database & RAG|API & Backend Service|Chat UI & Frontend|LLM Inference|Workflow Orchestration|LLM SDK & Library
534011733,Farama-Foundation/Gymnasium,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related utilities (formerly Gym)",11777,3.39,"[9.86, 10.27, 8.34, 5.13, 5.53, 8.51, 5.06, 4.1, 4.5, 4.18, 2.84, 3.39]",Python,2022-09-08,"api,gym,reinforcement-learning",LLM SDK & Library|Agent Framework|Multi-Agent System
860252770,microsoft/OmniParser,A simple screen parsing tool towards pure vision based GUI agent,24679,,"[15.54, 11.26, 5.67, 4.95, 5.05, 4.07, 2.52, 1.18, 0.99, 0.81]",Jupyter Notebook,2024-09-20,,Browser Agent|Observability & Evaluation|Data Processing & ETL
541798154,Unstructured-IO/unstructured,"Convert documents to structured data effortlessly. Unstructured is open-source ETL solution for transforming complex documents into clean, structured formats for language models.  Visit our website to learn more about our enterprise grade Platform product for production grade workflows, partitioning, enrichments, chunking and embedding.",14533,5.13,"[19.08, 14.92, 12.43, 18.37, 13.45, 9.18, 5.61, 5.67, 4.05, 6.98, 8.4, 5.13]",HTML,2022-09-26,"data-pipelines,deep-learning,document-image-analysis,document-image-processing,document-parser,document-parsing,docx,donut,information-retrieval,langchain,llm,machine-learning,ml,natural-language-processing,nlp,ocr,pdf,pdf-to-json,pdf-to-text,preprocessing",Data Processing & ETL|LLM SDK & Library|Vector Database & RAG|Agent Framework|Workflow Orchestration
610260322,chatboxai/chatbox,Powerful AI Client,39581,7.97,"[46.42, 30.83, 28.84, 30.41, 29.0, 22.26, 15.11, 12.55, 20.25, 21.1, 12.99, 7.97]",TypeScript,2023-03-06,"assistant,chatbot,chatgpt,claude,copilot,deepseek,gemini,gpt,gpt-5,ollama,openai",Chat UI & Frontend|Coding Agent|LLM Inference|Image & Video Generation|Workflow Orchestration|LLM SDK & Library
178976529,bentoml/BentoML,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!",8594,1.49,"[15.39, 15.59, 10.6, 10.04, 8.34, 11.74, 7.75, 4.08, 3.82, 3.27, 1.66, 1.49]",Python,2019-04-02,"ai-inference,deep-learning,generative-ai,inference-platform,llm,llm-inference,llm-serving,llmops,machine-learning,ml-engineering,mlops,model-inference-service,model-serving,multimodal,python",LLM Inference|Image & Video Generation|Agent Framework|Observability & Evaluation|Deep Learning Core|API & Backend Service|Multi-Agent System|Speech & Voice AI|Workflow Orchestration|Model Training & Fine-tuning|Tool & Integration Platform|LLM SDK & Library
178075572,kserve/kserve,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",5370,19.97,"[35.12, 31.06, 32.05, 26.44, 20.2, 17.47, 19.36, 20.06, 16.98, 20.04, 22.21, 19.97]",Go,2019-03-27,"artificial-intelligence,cncf,genai,hacktoberfest,istio,k8s,knative,kserve,kubeflow,kubernetes,llm-inference,machine-learning,mlops,model-interpretability,model-serving,pytorch,service-mesh,tensorflow,vllm,xgboost",AI Infrastructure & Platform|Model Training & Fine-tuning|LLM Inference|Deep Learning Core|Memory & Knowledge|Observability & Evaluation
221654678,deepset-ai/haystack,"Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, memory, and generation. Built for scalable agents, RAG, multimodal applications, semantic search, and conversational systems.",24956,25.54,"[40.21, 36.22, 26.22, 26.8, 25.4, 23.45, 24.6, 28.15, 28.18, 23.42, 28.35, 25.54]",MDX,2019-11-14,"agent,agents,ai,gemini,generative-ai,gpt-4,information-retrieval,large-language-models,llm,machine-learning,nlp,orchestration,python,pytorch,question-answering,rag,retrieval-augmented-generation,semantic-search,summarization,transformers",LLM SDK & Library|Vector Database & RAG|Memory & Knowledge|Workflow Orchestration|MCP (Model Context Protocol)|Observability & Evaluation|Tool & Integration Platform|Model Training & Fine-tuning|Chat UI & Frontend|Deep Learning Core
820144741,iterative/datachain,"Data context layer for unstructured data - images, video, sensor data, text and PDFs",2735,,"[27.34, 20.77, 20.68, 20.74, 19.98, 19.92, 16.75]",Python,2024-06-25,"claude-code,codex,data-context-layer,data-processing,harness,harness-engineering,llm,mlops,unstructured-data",Data Processing & ETL|Coding Agent|Memory & Knowledge|Vector Database & RAG|Chat UI & Frontend|API & Backend Service
46153892,NVIDIA/nccl,Optimized primitives for collective multi-GPU communication,4641,8.56,"[22.77, 20.18, 17.37, 21.69, 19.13, 18.37, 12.73, 12.46, 14.76, 13.93, 8.14, 8.56]",C++,2015-11-14,"communications,cpp,cuda,deep-learning,gpu,nvidia",Deep Learning Core|LLM SDK & Library
614765452,Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",183680,42.57,"[47.89, 45.63, 44.26, 43.41, 43.14, 40.95, 38.47, 38.24, 36.68, 38.52, 39.08, 42.57]",Python,2023-03-16,"agentic-ai,agents,ai,artificial-intelligence,autonomous-agents,claude,gpt,llama-api,llm,openai,python",Autonomous Agent|Observability & Evaluation|Chat UI & Frontend|Workflow Orchestration|Agent Framework|A2A Protocol|Coding Agent|LLM SDK & Library
949271792,mindverse/Second-Me,"Train your AI self, amplify you, bridge the world",15467,,"[36.08, 32.29, 17.14, 13.17, 7.67, 3.96, 1.11, null, null, 0.61]",Python,2025-03-16,,Memory & Knowledge|LLM Inference|GraphRAG & Knowledge Graph|Model Training & Fine-tuning|Deep Learning Core|AI Infrastructure & Platform
53548867,dbt-labs/dbt-core,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use to build applications.,12673,26.01,"[47.44, 42.3, 36.16, 31.1, 27.24, 25.54, 20.87, 23.93, 23.2, 26.85, 26.69, 26.01]",Python,2016-03-10,"analytics,business-intelligence,data-modeling,dbt-viewpoint,elt,pypa,slack",Data Processing & ETL|Data Lake & Storage
139199684,PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,22228,30.46,"[91.67, 74.04, 52.01, 51.33, 48.81, 39.65, 32.45, 30.39, 35.78, 35.39, 35.16, 30.46]",Python,2018-06-29,"automation,data,data-engineering,data-ops,data-science,infrastructure,ml-ops,observability,orchestration,pipeline,prefect,python,workflow,workflow-engine",Data Processing & ETL|Workflow Orchestration|Observability & Evaluation|LLM SDK & Library
580642043,oobabooga/text-generation-webui,"The original local LLM interface. Text, vision, tool-calling, training. UI + API, 100% offline and private.",46846,8.2,"[31.3, 36.71, 33.22, 27.83, 25.89, 22.34, 17.7, 9.65, 10.26, 8.65, 4.47, 8.2]",Python,2022-12-21,,Model Training & Fine-tuning|Deep Learning Core|LLM Inference|Image & Video Generation|Chat UI & Frontend|Speech & Voice AI|Notebook & Development Environment|Memory & Knowledge|MCP (Model Context Protocol)|Search & Information Retrieval|Tool & Integration Platform|LLM SDK & Library
422274596,hpcaitech/ColossalAI,"Making large AI models cheaper, faster and more accessible",41375,,"[17.35, 15.27, 15.25, 11.56, 11.34, 6.76, null, 4.41, 2.38, 2.0, 0.84]",Python,2021-10-28,"ai,big-model,data-parallelism,deep-learning,distributed-computing,foundation-models,heterogeneous-training,hpc,inference,large-scale,model-parallelism,pipeline-parallelism",Model Training & Fine-tuning|Image & Video Generation|Observability & Evaluation|Vector Database & RAG
599524116,SillyTavern/SillyTavern,LLM Frontend for Power Users.,26081,31.1,"[57.14, 51.72, 43.56, 41.49, 35.54, 31.53, 33.45, 34.71, 33.62, 36.6, 34.0, 31.1]",JavaScript,2023-02-09,"ai,chat,llm",Image & Video Generation|Speech & Voice AI|Coding Agent|LLM Inference|Chat UI & Frontend|LLM SDK & Library|API & Backend Service
527591471,AUTOMATIC1111/stable-diffusion-webui,Stable Diffusion web UI,162555,4.38,"[21.29, 14.78, 9.35, 11.88, 9.2, 6.05, 4.9, 6.51, 5.93, 4.97, 6.4, 4.38]",Python,2022-08-22,"ai,ai-art,deep-learning,diffusion,gradio,image-generation,image2image,img2img,pytorch,stable-diffusion,text2image,torch,txt2img,unstable,upscaling,web",Image & Video Generation|Deep Learning Core|Chat UI & Frontend|Workflow Orchestration|Model Training & Fine-tuning|LLM SDK & Library
507775,elastic/elasticsearch,"Free and Open Source, Distributed, RESTful Search Engine",76569,307.88,"[366.69, 364.37, 357.43, 349.41, 347.92, 353.86, 349.47, 347.56, 338.51, 330.0, 322.25, 307.88]",Java,2010-02-08,"elasticsearch,java,search-engine",API & Backend Service|Vector Database & RAG|Observability & Evaluation|Search & Information Retrieval|Data Processing & ETL
28782747,dask/dask,Parallel computing with task scheduling,13805,4.11,"[21.42, 17.69, 10.79, 9.45, 8.39, 7.5, 7.77, 10.25, 6.8, 8.15, 5.4, 4.11]",Python,2015-01-04,"dask,numpy,pandas,pydata,python,scikit-learn,scipy",Data Processing & ETL|LLM SDK & Library
634081686,mlc-ai/mlc-llm,Universal LLM Deployment Engine with ML Compilation,22509,4.8,"[18.85, 13.17, 9.03, 8.66, 6.93, 7.48, 4.32, 4.56, 5.09, 2.82, 3.58, 4.8]",Python,2023-04-29,"language-model,llm,machine-learning-compilation,tvm",LLM Inference|Deep Learning Core|Chat UI & Frontend
660551251,FoundationAgents/MetaGPT,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming",67356,1.42,"[18.18, 14.39, 9.92, 5.34, 3.12, 2.2, 0.74, 1.29, 1.56, 2.15, 1.63, 1.42]",Python,2023-06-30,"agent,gpt,llm,metagpt,multi-agent",Multi-Agent System|Agent Framework|Notebook & Development Environment|Coding Agent|LLM Inference|Workflow Orchestration|LLM SDK & Library
621799276,chatchat-space/Langchain-Chatchat,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain ",37898,,"[18.29, 12.82, 9.54, 8.08, 5.27, 5.07, 2.32, 4.05, 2.77, 2.17, 1.33]",Python,2023-03-31,"chatbot,chatchat,chatglm,chatgpt,embedding,faiss,fastchat,gpt,knowledge-base,langchain,langchain-chatglm,llama,llm,milvus,ollama,qwen,rag,retrieval-augmented-generation,streamlit,xinference",Agent Framework|LLM Inference|Vector Database & RAG|Speech & Voice AI|LLM SDK & Library|API & Backend Service|Deep Learning Core
784181462,ItzCrazyKns/Perplexica,Vane is an AI-powered answering engine.,33912,,"[26.29, 15.29, 14.63, 12.6, 10.83, 10.83, 11.25, 6.73, 7.31, 8.32, 7.85]",TypeScript,2024-04-09,"ai-agents,ai-search-engine,answering-engine,artificial-intelligence,llm,machine-learning,open-source-ai-search-engine,perplexica,rag,search-engine,searxng,searxng-copilot,self-hosted-ai,vane",Search & Information Retrieval|LLM Inference|API & Backend Service|Coding Agent|Vector Database & RAG
156939672,microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",19945,101.16,"[232.67, 204.38, 187.53, 210.21, 198.04, 174.86, 163.02, 131.03, 131.39, 131.92, 108.93, 101.16]",C++,2018-11-10,"ai-framework,deep-learning,hardware-acceleration,machine-learning,neural-networks,onnx,pytorch,scikit-learn,tensorflow",Deep Learning Core|Model Training & Fine-tuning|Coding Agent
664592117,sourcegraph/cody,,0,,"[119.61, 99.51, 79.42, 65.97, 31.06]",,,,Other
334274271,opensearch-project/OpenSearch,🔎 Open source distributed and RESTful search engine.,12798,65.43,"[135.07, 134.74, 129.54, 122.93, 117.55, 118.63, 116.95, 100.67, 91.31, 78.94, 73.61, 65.43]",Java,2021-01-29,"analytics,apache2,foss,java,search,search-engine",API & Backend Service|Observability & Evaluation|Search & Information Retrieval|Data Processing & ETL
